주문번호,주문일시,상품명,구매자성별,구매자나이,주문금액,평점,배송지
8297,2025-07-23 16:00:00,무선마우스,남,33,"150,000원",5.0,광주
8298,2025-07-27 11:00:00,헤드셋,여,28,"150,000원",4.0,인천
8299,2025-02-20 12:00:00,모니터,여,37,"85,000원",4.0,대전
8300,2025-08-26 09:00:00,기계식키보드,남,27,"85,000원",5.0,서울
8301,2025-01-18 11:00:00,헤드셋,남,57,"35,000원",5.0,경기
8302,2025-06-02 11:00:00,무선마우스,여,34,"150,000원",4.0,경기
8303,2025-08-09 03:00:00,헤드셋,여,34,"1,200,000원",4.0,광주
8304,2025-02-25 20:00:00,스마트폰,여,25,"300,000원",3.0,광주
8305,2025-08-03 01:00:00,모니터,남,31,"85,000원",5.0,인천
8306,2025-08-05 05:00:00,모니터,여,38,"900,000원",5.0,광주
8307,2025-02-26 17:00:00,기계식키보드,여,59,"300,000원",5.0,부산
8308,2025-01-25 15:00:00,스마트폰,여,24,"35,000원",5.0,경기
8309,2025-01-22 22:00:00,스마트폰,여,46,"150,000원",,서울
8310,2025-11-24 07:00:00,기계식키보드,여,29,"150,000원",4.0,인천
8311,2025-02-23 20:00:00,노트북,남,33,"1,200,000원",3.0,부산
8312,2025-03-10 22:00:00,헤드셋,여,53,"150,000원",3.0,대구
8313,2025-01-08 19:00:00,스마트폰,여,34,"35,000원",,서울
8314,2025-04-25 22:00:00,노트북,남,48,"35,000원",5.0,광주
8315,2025-12-30 08:00:00,노트북,남,45,"900,000원",5.0,대전
8316,2025-12-26 09:00:00,모니터,여,46,"300,000원",5.0,부산
8317,2025-09-25 23:00:00,헤드셋,여,22,"300,000원",4.0,인천
8318,2025-09-09 13:00:00,모니터,여,22,"300,000원",4.0,대전
8319,2025-12-20 22:00:00,무선마우스,남,54,"900,000원",5.0,대구
8320,2025-06-24 06:00:00,모니터,남,54,"900,000원",2.0,광주
8321,2025-10-18 13:00:00,스마트폰,남,25,"900,000원",,광주
8322,2025-01-19 05:00:00,스마트폰,남,33,"1,200,000원",4.0,서울
8323,2025-02-04 16:00:00,헤드셋,여,45,"900,000원",1.0,경기
8324,2025-08-30 10:00:00,노트북,남,22,"150,000원",3.0,경기
8325,2025-05-29 22:00:00,스마트폰,여,52,"85,000원",5.0,서울
8326,2025-06-07 17:00:00,모니터,남,32,"1,200,000원",2.0,경기
8327,2025-08-06 12:00:00,모니터,여,48,"150,000원",4.0,인천
8328,2025-11-19 22:00:00,헤드셋,여,28,"300,000원",4.0,서울
8329,2025-10-12 02:00:00,모니터,여,51,"35,000원",1.0,서울
8330,2025-01-29 12:00:00,기계식키보드,남,41,"300,000원",5.0,대전
8331,2025-06-26 09:00:00,헤드셋,여,41,"900,000원",,광주
8332,2025-01-25 01:00:00,헤드셋,여,53,"35,000원",5.0,경기
8333,2025-11-30 15:00:00,스마트폰,여,29,"300,000원",3.0,광주
8334,2025-01-10 11:00:00,헤드셋,남,44,"1,200,000원",5.0,서울
8335,2025-04-08 00:00:00,무선마우스,여,31,"900,000원",4.0,대구
8336,2025-04-24 19:00:00,스마트폰,남,22,"300,000원",4.0,서울
8337,2025-01-18 22:00:00,스마트폰,여,38,"35,000원",5.0,경기
8338,2025-03-13 05:00:00,기계식키보드,남,52,"150,000원",4.0,경기
8339,2025-08-29 22:00:00,스마트폰,여,45,"300,000원",5.0,경기
8340,2025-02-21 10:00:00,노트북,여,32,"1,200,000원",5.0,경기
8341,2025-12-20 21:00:00,모니터,여,26,"35,000원",3.0,대전
8342,2025-08-05 21:00:00,모니터,여,53,"300,000원",5.0,인천
8343,2025-03-01 04:00:00,헤드셋,남,41,"150,000원",5.0,대전
8344,2025-02-02 00:00:00,기계식키보드,여,39,"900,000원",4.0,경기
8345,2025-09-09 10:00:00,모니터,여,42,"900,000원",4.0,대구
8346,2025-12-26 19:00:00,노트북,여,33,"900,000원",4.0,서울
8347,2025-05-10 08:00:00,기계식키보드,남,49,"85,000원",5.0,부산
8348,2025-07-01 11:00:00,무선마우스,남,42,"35,000원",5.0,부산
8349,2025-05-18 17:00:00,모니터,남,38,"85,000원",,인천
8350,2025-03-06 02:00:00,스마트폰,여,58,"150,000원",1.0,부산
8351,2025-02-25 11:00:00,노트북,남,55,"150,000원",5.0,경기
8352,2025-12-07 08:00:00,노트북,남,25,"300,000원",5.0,부산
8353,2025-10-17 03:00:00,모니터,남,42,"900,000원",3.0,대전
8354,2025-12-11 05:00:00,헤드셋,여,29,"35,000원",,대구
8355,2025-08-20 14:00:00,무선마우스,남,54,"85,000원",4.0,광주
8356,2025-09-05 16:00:00,스마트폰,여,40,"85,000원",5.0,경기
8357,2025-10-24 22:00:00,무선마우스,남,51,"900,000원",5.0,부산
8358,2025-01-21 00:00:00,무선마우스,남,49,"85,000원",5.0,경기
8359,2025-08-08 07:00:00,모니터,여,52,"900,000원",5.0,인천
8360,2025-06-20 14:00:00,스마트폰,여,25,"300,000원",,대구
8361,2025-09-14 23:00:00,모니터,여,24,"300,000원",,서울
8362,2025-04-27 09:00:00,모니터,남,34,"300,000원",5.0,광주
8363,2025-05-01 12:00:00,헤드셋,여,44,"1,200,000원",4.0,경기
8364,2025-02-19 22:00:00,노트북,여,32,"1,200,000원",5.0,대구
8365,2025-11-30 19:00:00,헤드셋,남,25,"85,000원",5.0,인천
8366,2025-04-09 20:00:00,헤드셋,여,56,"35,000원",4.0,인천
8367,2025-03-20 20:00:00,모니터,여,21,"35,000원",,대구
8368,2025-08-30 06:00:00,헤드셋,남,36,"300,000원",5.0,부산
8369,2025-03-20 11:00:00,헤드셋,남,43,"150,000원",4.0,대구
8370,2025-08-16 19:00:00,기계식키보드,남,31,"35,000원",4.0,대전
8371,2025-02-03 05:00:00,스마트폰,여,33,"85,000원",,부산
8372,2025-12-09 01:00:00,노트북,남,26,"1,200,000원",4.0,부산
8373,2025-12-10 03:00:00,스마트폰,여,45,"85,000원",2.0,대구
8374,2025-01-07 10:00:00,노트북,남,51,"85,000원",5.0,인천
8375,2025-07-26 18:00:00,기계식키보드,남,48,"1,200,000원",5.0,서울
8376,2025-06-20 00:00:00,모니터,남,58,"900,000원",5.0,서울
8377,2025-12-02 10:00:00,노트북,여,28,"300,000원",5.0,대구
8378,2025-09-05 19:00:00,노트북,여,33,"85,000원",2.0,경기
8379,2025-06-30 00:00:00,노트북,여,36,"150,000원",5.0,대구
8380,2025-03-20 20:00:00,기계식키보드,여,44,"300,000원",2.0,서울
8381,2025-05-23 16:00:00,스마트폰,여,49,"1,200,000원",5.0,광주
8382,2025-03-25 23:00:00,기계식키보드,남,48,"150,000원",4.0,대구
8383,2025-10-06 01:00:00,노트북,남,48,"35,000원",,광주
8384,2025-09-09 08:00:00,헤드셋,남,37,"900,000원",3.0,광주
8385,2025-07-21 09:00:00,노트북,남,50,"85,000원",1.0,대전
8386,2025-01-24 13:00:00,헤드셋,여,38,"1,200,000원",3.0,광주
8387,2025-11-05 20:00:00,모니터,여,36,"900,000원",3.0,인천
8388,2025-03-26 02:00:00,기계식키보드,여,25,"85,000원",4.0,서울
8389,2025-04-07 10:00:00,헤드셋,남,31,"85,000원",5.0,서울
8390,2025-07-03 20:00:00,기계식키보드,남,57,"300,000원",4.0,서울
8391,2025-06-11 19:00:00,무선마우스,여,22,"150,000원",5.0,인천
8392,2025-12-09 08:00:00,스마트폰,남,54,"300,000원",4.0,서울
8393,2025-10-08 19:00:00,무선마우스,남,52,"900,000원",5.0,경기
8394,2025-11-26 06:00:00,헤드셋,여,48,"1,200,000원",1.0,서울
8395,2025-02-19 13:00:00,무선마우스,남,22,"900,000원",,대구
8396,2025-10-26 04:00:00,스마트폰,여,24,"1,200,000원",5.0,경기
8397,2025-11-02 22:00:00,헤드셋,남,33,"900,000원",4.0,부산
8398,2025-10-14 20:00:00,모니터,여,55,"300,000원",5.0,서울
8399,2025-05-12 13:00:00,모니터,남,47,"900,000원",,대전
8400,2025-08-19 00:00:00,스마트폰,여,51,"35,000원",5.0,부산
8401,2025-03-14 13:00:00,스마트폰,여,37,"300,000원",4.0,부산
8402,2025-06-03 16:00:00,헤드셋,남,59,"900,000원",5.0,인천
8403,2025-11-08 21:00:00,기계식키보드,남,32,"900,000원",5.0,대구
8404,2025-08-12 17:00:00,헤드셋,여,21,"150,000원",,광주
8405,2025-08-24 04:00:00,기계식키보드,여,44,"300,000원",5.0,대구
8406,2025-06-17 15:00:00,기계식키보드,여,39,"150,000원",3.0,부산
8407,2025-01-30 20:00:00,기계식키보드,여,26,"300,000원",5.0,인천
8408,2025-06-15 07:00:00,헤드셋,여,30,"1,200,000원",,경기
8409,2025-11-06 07:00:00,노트북,남,24,"300,000원",4.0,대전
8410,2025-09-26 18:00:00,노트북,남,48,"300,000원",4.0,서울
8411,2025-05-14 23:00:00,모니터,남,37,"900,000원",5.0,광주
8412,2025-11-23 01:00:00,노트북,남,27,"35,000원",3.0,경기
8413,2025-01-17 06:00:00,노트북,남,46,"85,000원",,서울
8414,2025-05-07 13:00:00,기계식키보드,여,21,"300,000원",5.0,부산
8415,2025-01-10 16:00:00,기계식키보드,남,54,"150,000원",3.0,인천
8416,2025-05-11 11:00:00,스마트폰,남,45,"35,000원",,대전
8417,2025-11-15 02:00:00,기계식키보드,여,42,"300,000원",,인천
8418,2025-01-10 17:00:00,헤드셋,여,24,"35,000원",4.0,광주
8419,2025-02-27 23:00:00,스마트폰,남,35,"1,200,000원",5.0,광주
8420,2025-02-07 01:00:00,스마트폰,남,30,"35,000원",3.0,대구
8421,2025-11-26 06:00:00,노트북,여,38,"1,200,000원",2.0,광주
8422,2025-02-01 01:00:00,기계식키보드,남,35,"35,000원",5.0,대구
8423,2025-01-18 19:00:00,노트북,여,51,"35,000원",1.0,경기
8424,2025-01-31 11:00:00,기계식키보드,남,31,"150,000원",5.0,광주
8425,2025-02-03 07:00:00,노트북,남,21,"85,000원",,대구
8426,2025-09-29 03:00:00,노트북,남,41,"150,000원",2.0,서울
8427,2025-10-20 17:00:00,노트북,남,45,"900,000원",1.0,인천
8428,2025-11-14 16:00:00,헤드셋,여,52,"35,000원",4.0,인천
8429,2025-12-13 22:00:00,모니터,여,43,"1,200,000원",,부산
8430,2025-08-13 07:00:00,노트북,남,24,"35,000원",5.0,부산
8431,2025-09-16 15:00:00,무선마우스,남,40,"300,000원",5.0,광주
8432,2025-04-16 18:00:00,무선마우스,남,37,"1,200,000원",5.0,광주
8433,2025-06-04 22:00:00,무선마우스,남,58,"300,000원",3.0,경기
8434,2025-12-10 00:00:00,헤드셋,여,24,"900,000원",4.0,대전
8435,2025-05-21 07:00:00,스마트폰,여,27,"300,000원",4.0,부산
8436,2025-07-28 16:00:00,노트북,남,40,"900,000원",5.0,서울
8437,2025-08-06 21:00:00,무선마우스,여,24,"900,000원",5.0,대전
8438,2025-11-04 20:00:00,헤드셋,여,32,"900,000원",4.0,대구
8439,2025-04-11 15:00:00,스마트폰,남,38,"300,000원",4.0,대구
8440,2025-10-26 19:00:00,무선마우스,남,48,"900,000원",5.0,경기
8441,2025-05-03 21:00:00,기계식키보드,남,21,"900,000원",4.0,대구
8442,2025-06-27 13:00:00,모니터,여,56,"150,000원",2.0,인천
8443,2025-08-03 09:00:00,노트북,여,45,"85,000원",3.0,대구
8444,2025-05-25 10:00:00,모니터,여,48,"35,000원",3.0,부산
8445,2025-05-09 16:00:00,모니터,여,24,"900,000원",5.0,인천
8446,2025-02-16 11:00:00,기계식키보드,남,51,"1,200,000원",2.0,부산
8447,2025-07-10 18:00:00,기계식키보드,남,57,"1,200,000원",5.0,대전
8448,2025-04-18 22:00:00,기계식키보드,남,21,"150,000원",2.0,부산
8449,2025-11-04 04:00:00,스마트폰,여,24,"300,000원",5.0,경기
8450,2025-05-29 21:00:00,무선마우스,남,52,"300,000원",,대전
8451,2025-05-05 02:00:00,노트북,남,54,"300,000원",2.0,경기
8452,2025-11-01 17:00:00,기계식키보드,여,38,"900,000원",4.0,인천
8453,2025-10-20 14:00:00,헤드셋,남,34,"85,000원",4.0,대전
8454,2025-07-27 07:00:00,노트북,여,54,"85,000원",4.0,대구
8455,2025-07-25 05:00:00,노트북,여,27,"300,000원",5.0,광주
8456,2025-12-02 07:00:00,노트북,남,20,"300,000원",4.0,광주
8457,2025-12-04 02:00:00,기계식키보드,남,57,"35,000원",1.0,서울
8458,2025-12-02 11:00:00,기계식키보드,여,41,"85,000원",,대구
8459,2025-08-09 12:00:00,무선마우스,남,36,"900,000원",5.0,인천
8460,2025-10-04 21:00:00,기계식키보드,남,35,"900,000원",3.0,서울
8461,2025-08-14 03:00:00,기계식키보드,여,20,"1,200,000원",4.0,부산
8462,2025-05-23 22:00:00,노트북,남,22,"1,200,000원",2.0,부산
8463,2025-03-25 03:00:00,무선마우스,여,25,"35,000원",1.0,서울
8464,2025-09-09 06:00:00,모니터,여,22,"150,000원",1.0,부산
8465,2025-06-12 03:00:00,기계식키보드,여,49,"900,000원",5.0,대구
8466,2025-10-25 17:00:00,헤드셋,여,30,"1,200,000원",4.0,경기
8467,2025-12-21 02:00:00,기계식키보드,남,46,"300,000원",5.0,광주
8468,2025-03-29 14:00:00,모니터,남,41,"900,000원",4.0,대전
8469,2025-05-07 06:00:00,노트북,남,25,"900,000원",5.0,대구
8470,2025-12-22 04:00:00,무선마우스,여,57,"900,000원",2.0,부산
8471,2025-12-04 19:00:00,노트북,남,50,"85,000원",5.0,경기
8472,2025-01-11 02:00:00,스마트폰,여,25,"1,200,000원",4.0,대구
8473,2025-03-20 12:00:00,기계식키보드,여,39,"35,000원",4.0,광주
8474,2025-11-30 23:00:00,헤드셋,남,30,"1,200,000원",5.0,부산
8475,2025-10-09 03:00:00,스마트폰,남,21,"300,000원",2.0,대구
8476,2025-12-20 22:00:00,기계식키보드,여,50,"300,000원",,부산
8477,2025-06-30 10:00:00,스마트폰,여,57,"150,000원",5.0,인천
8478,2025-11-24 15:00:00,모니터,여,45,"1,200,000원",4.0,서울
8479,2025-05-10 13:00:00,기계식키보드,여,46,"1,200,000원",,부산
8480,2025-04-02 02:00:00,헤드셋,남,50,"150,000원",4.0,광주
8481,2025-03-06 14:00:00,기계식키보드,남,43,"150,000원",4.0,대구
8482,2025-01-27 22:00:00,스마트폰,남,32,"900,000원",5.0,대전
8483,2025-09-14 00:00:00,무선마우스,여,44,"900,000원",,광주
8484,2025-07-14 00:00:00,스마트폰,여,56,"300,000원",4.0,부산
8485,2025-01-23 09:00:00,기계식키보드,남,44,"35,000원",5.0,부산
8486,2025-10-01 20:00:00,기계식키보드,남,48,"300,000원",4.0,광주
8487,2025-01-10 18:00:00,무선마우스,남,50,"85,000원",5.0,대구
8488,2025-09-30 11:00:00,노트북,여,58,"1,200,000원",3.0,대구
8489,2025-02-27 06:00:00,무선마우스,여,21,"35,000원",4.0,경기
8490,2025-03-21 13:00:00,노트북,여,31,"900,000원",2.0,대전
8491,2025-10-28 18:00:00,헤드셋,남,24,"150,000원",4.0,광주
8492,2025-01-04 08:00:00,기계식키보드,남,46,"150,000원",5.0,광주
8493,2025-03-28 19:00:00,모니터,남,53,"300,000원",4.0,부산
8494,2025-03-12 10:00:00,모니터,남,33,"1,200,000원",5.0,인천
8495,2025-02-01 12:00:00,스마트폰,남,26,"1,200,000원",5.0,서울
8496,2025-04-22 06:00:00,무선마우스,남,56,"150,000원",4.0,광주
8497,2025-06-06 07:00:00,무선마우스,여,55,"300,000원",4.0,부산
8498,2025-12-27 19:00:00,모니터,남,29,"85,000원",2.0,대구
8499,2025-08-08 05:00:00,노트북,남,48,"300,000원",4.0,경기
8500,2025-10-13 12:00:00,무선마우스,여,35,"900,000원",4.0,부산
8501,2025-03-04 06:00:00,노트북,여,57,"900,000원",1.0,인천
8502,2025-08-28 04:00:00,노트북,여,40,"900,000원",5.0,대구
8503,2025-12-02 15:00:00,노트북,여,57,"85,000원",5.0,인천
8504,2025-02-07 13:00:00,노트북,여,52,"35,000원",4.0,인천
8505,2025-01-29 00:00:00,스마트폰,여,48,"300,000원",5.0,광주
8506,2025-12-26 14:00:00,스마트폰,남,36,"300,000원",5.0,서울
8507,2025-01-19 12:00:00,모니터,남,32,"85,000원",5.0,서울
8508,2025-12-27 15:00:00,스마트폰,남,25,"900,000원",5.0,광주
8509,2025-04-02 14:00:00,헤드셋,남,21,"150,000원",4.0,부산
8510,2025-04-06 07:00:00,무선마우스,여,27,"900,000원",5.0,서울
8511,2025-06-17 00:00:00,헤드셋,여,51,"35,000원",2.0,부산
8512,2025-01-21 16:00:00,스마트폰,남,55,"85,000원",4.0,부산
8513,2025-03-02 23:00:00,무선마우스,여,28,"150,000원",5.0,광주
8514,2025-10-12 12:00:00,무선마우스,여,42,"300,000원",5.0,대전
8515,2025-06-27 05:00:00,노트북,남,26,"35,000원",2.0,대구
8516,2025-01-21 13:00:00,모니터,남,50,"35,000원",2.0,대전
8517,2025-07-31 01:00:00,노트북,남,40,"85,000원",4.0,대구
8518,2025-08-15 06:00:00,노트북,남,20,"150,000원",4.0,경기
8519,2025-03-01 10:00:00,헤드셋,남,21,"900,000원",5.0,대전
8520,2025-03-16 17:00:00,스마트폰,남,59,"900,000원",,서울
8521,2025-04-24 11:00:00,헤드셋,남,30,"1,200,000원",1.0,광주
8522,2025-01-28 10:00:00,스마트폰,남,56,"150,000원",1.0,경기
8523,2025-07-18 09:00:00,헤드셋,여,37,"900,000원",5.0,광주
8524,2025-11-14 22:00:00,무선마우스,남,43,"35,000원",3.0,인천
8525,2025-07-01 06:00:00,스마트폰,여,38,"85,000원",4.0,부산
8526,2025-01-09 15:00:00,스마트폰,남,24,"900,000원",4.0,대전
8527,2025-06-24 14:00:00,헤드셋,여,48,"85,000원",4.0,부산
8528,2025-03-20 11:00:00,기계식키보드,남,58,"900,000원",4.0,대구
8529,2025-05-01 06:00:00,무선마우스,남,21,"85,000원",4.0,인천
8530,2025-01-20 21:00:00,무선마우스,남,36,"35,000원",5.0,부산
8531,2025-12-16 05:00:00,기계식키보드,남,30,"150,000원",5.0,부산
8532,2025-10-13 14:00:00,헤드셋,남,56,"1,200,000원",5.0,인천
8533,2025-02-01 11:00:00,헤드셋,여,32,"85,000원",5.0,인천
8534,2025-07-25 11:00:00,무선마우스,남,48,"900,000원",5.0,부산
8535,2025-08-27 12:00:00,헤드셋,남,51,"85,000원",4.0,인천
8536,2025-06-22 22:00:00,모니터,남,59,"85,000원",5.0,서울
8537,2025-06-19 04:00:00,모니터,여,27,"900,000원",5.0,인천
8538,2025-07-18 13:00:00,기계식키보드,여,29,"900,000원",5.0,경기
8539,2025-05-31 12:00:00,스마트폰,여,44,"150,000원",4.0,경기
8540,2025-10-01 01:00:00,모니터,여,30,"35,000원",4.0,부산
8541,2025-11-04 10:00:00,헤드셋,여,47,"35,000원",5.0,부산
8542,2025-03-12 09:00:00,기계식키보드,여,52,"35,000원",5.0,대구
8543,2025-02-24 20:00:00,모니터,남,58,"35,000원",4.0,인천
8544,2025-10-25 02:00:00,노트북,남,45,"35,000원",4.0,대전
8545,2025-05-13 18:00:00,기계식키보드,남,27,"35,000원",5.0,경기
8546,2025-08-30 05:00:00,무선마우스,여,57,"900,000원",4.0,대구
8547,2025-02-17 17:00:00,모니터,남,45,"900,000원",1.0,부산
8548,2025-07-03 02:00:00,무선마우스,남,51,"35,000원",,대전
8549,2025-11-27 22:00:00,기계식키보드,여,47,"35,000원",3.0,광주
8550,2025-11-11 12:00:00,모니터,남,26,"150,000원",3.0,광주
8551,2025-01-24 08:00:00,무선마우스,남,54,"85,000원",5.0,서울
8552,2025-03-21 16:00:00,스마트폰,남,21,"150,000원",4.0,인천
8553,2025-03-19 16:00:00,스마트폰,여,41,"300,000원",4.0,대구
8554,2025-01-13 08:00:00,노트북,여,41,"900,000원",5.0,서울
8555,2025-04-11 09:00:00,헤드셋,남,22,"35,000원",2.0,대전
8556,2025-11-14 22:00:00,기계식키보드,남,27,"85,000원",4.0,대전
8557,2025-03-02 21:00:00,헤드셋,여,23,"900,000원",2.0,대전
8558,2025-06-28 20:00:00,헤드셋,여,34,"300,000원",4.0,광주
8559,2025-04-05 12:00:00,무선마우스,여,58,"150,000원",5.0,부산
8560,2025-02-11 10:00:00,노트북,여,31,"300,000원",,경기
8561,2025-10-01 02:00:00,기계식키보드,남,48,"1,200,000원",4.0,대구
8562,2025-01-01 07:00:00,스마트폰,여,28,"150,000원",3.0,대구
8563,2025-04-15 19:00:00,헤드셋,남,59,"900,000원",3.0,부산
8564,2025-03-01 01:00:00,무선마우스,여,39,"150,000원",4.0,부산
8565,2025-04-07 12:00:00,헤드셋,남,53,"300,000원",5.0,경기
8566,2025-11-03 14:00:00,모니터,여,45,"35,000원",5.0,경기
8567,2025-06-13 20:00:00,스마트폰,여,40,"85,000원",1.0,경기
8568,2025-09-16 12:00:00,헤드셋,여,42,"300,000원",4.0,서울
8569,2025-02-23 15:00:00,모니터,남,37,"300,000원",4.0,서울
8570,2025-02-16 14:00:00,모니터,남,43,"35,000원",5.0,부산
8571,2025-11-15 05:00:00,무선마우스,남,48,"85,000원",4.0,대전
8572,2025-01-28 12:00:00,무선마우스,남,57,"900,000원",4.0,대전
8573,2025-10-16 10:00:00,모니터,여,57,"85,000원",,대구
8574,2025-12-04 16:00:00,노트북,여,32,"900,000원",,서울
8575,2025-09-22 01:00:00,헤드셋,여,51,"150,000원",4.0,부산
8576,2025-04-16 09:00:00,모니터,남,38,"300,000원",3.0,광주
8577,2025-06-15 10:00:00,모니터,여,36,"150,000원",3.0,광주
8578,2025-05-22 23:00:00,무선마우스,여,21,"35,000원",3.0,서울
8579,2025-11-06 00:00:00,헤드셋,여,37,"1,200,000원",5.0,경기
8580,2025-07-18 08:00:00,기계식키보드,남,58,"900,000원",5.0,광주
8581,2025-03-21 01:00:00,스마트폰,남,46,"35,000원",5.0,부산
8582,2025-09-23 04:00:00,무선마우스,여,33,"900,000원",2.0,광주
8583,2025-12-19 16:00:00,헤드셋,남,34,"150,000원",5.0,경기
8584,2025-06-20 07:00:00,헤드셋,남,27,"1,200,000원",5.0,인천
8585,2025-07-02 06:00:00,노트북,여,28,"85,000원",2.0,광주
8586,2025-11-13 23:00:00,스마트폰,여,40,"300,000원",5.0,대구
8587,2025-06-17 11:00:00,무선마우스,남,54,"85,000원",,경기
8588,2025-02-03 23:00:00,무선마우스,남,33,"900,000원",4.0,대구
8589,2025-10-30 07:00:00,기계식키보드,여,46,"300,000원",3.0,부산
8590,2025-02-08 10:00:00,노트북,여,27,"150,000원",3.0,대전
8591,2025-07-22 19:00:00,노트북,여,54,"900,000원",1.0,대전
8592,2025-02-22 16:00:00,헤드셋,여,37,"85,000원",5.0,인천
8593,2025-06-05 04:00:00,헤드셋,여,33,"150,000원",5.0,대구
8594,2025-04-24 10:00:00,무선마우스,여,27,"300,000원",5.0,대전
8595,2025-08-12 03:00:00,기계식키보드,여,27,"150,000원",5.0,광주
8596,2025-04-17 06:00:00,무선마우스,남,56,"150,000원",,서울
8597,2025-08-10 15:00:00,모니터,남,21,"150,000원",4.0,광주
8598,2025-10-06 14:00:00,헤드셋,여,36,"35,000원",5.0,광주
8599,2025-03-11 17:00:00,모니터,남,32,"35,000원",4.0,부산
8600,2025-07-11 03:00:00,기계식키보드,남,33,"900,000원",4.0,인천
8601,2025-08-12 01:00:00,무선마우스,여,28,"150,000원",5.0,서울
8602,2025-10-13 17:00:00,헤드셋,여,46,"85,000원",5.0,대전
8603,2025-03-11 10:00:00,기계식키보드,여,39,"150,000원",3.0,서울
8604,2025-07-07 23:00:00,무선마우스,남,57,"150,000원",4.0,광주
8605,2025-09-15 04:00:00,무선마우스,여,31,"35,000원",5.0,인천
8606,2025-02-27 16:00:00,모니터,여,41,"300,000원",,경기
8607,2025-07-03 11:00:00,스마트폰,남,56,"150,000원",5.0,인천
8608,2025-06-14 18:00:00,노트북,여,58,"1,200,000원",4.0,인천
8609,2025-09-20 17:00:00,헤드셋,남,50,"900,000원",4.0,대전
8610,2025-12-10 20:00:00,노트북,남,32,"35,000원",4.0,대전
8611,2025-10-29 14:00:00,기계식키보드,여,20,"300,000원",5.0,인천
8612,2025-10-18 21:00:00,노트북,여,57,"1,200,000원",1.0,대구
8613,2025-09-09 02:00:00,모니터,여,59,"150,000원",4.0,경기
8614,2025-10-03 09:00:00,스마트폰,남,28,"85,000원",5.0,대전
8615,2025-12-28 00:00:00,헤드셋,여,58,"85,000원",5.0,대전
8616,2025-02-09 22:00:00,무선마우스,남,29,"35,000원",5.0,부산
8617,2025-12-30 12:00:00,무선마우스,여,48,"150,000원",,서울
8618,2025-01-21 13:00:00,모니터,여,59,"900,000원",5.0,광주
8619,2025-10-21 10:00:00,헤드셋,여,49,"35,000원",4.0,대구
8620,2025-01-04 09:00:00,노트북,여,21,"1,200,000원",5.0,경기
8621,2025-10-19 15:00:00,무선마우스,남,37,"85,000원",4.0,인천
8622,2025-05-04 18:00:00,노트북,여,47,"300,000원",4.0,광주
8623,2025-01-01 11:00:00,모니터,여,51,"300,000원",5.0,대전
8624,2025-11-23 00:00:00,무선마우스,여,43,"900,000원",4.0,광주
8625,2025-02-01 17:00:00,기계식키보드,여,57,"300,000원",4.0,대구
8626,2025-05-13 17:00:00,스마트폰,남,33,"300,000원",5.0,대구
8627,2025-01-02 01:00:00,노트북,남,44,"900,000원",,대전
8628,2025-03-17 06:00:00,헤드셋,여,44,"85,000원",5.0,대전
8629,2025-10-05 03:00:00,노트북,남,51,"1,200,000원",4.0,서울
8630,2025-08-25 00:00:00,노트북,여,46,"35,000원",2.0,부산
8631,2025-08-03 18:00:00,노트북,남,51,"85,000원",4.0,경기
8632,2025-08-31 16:00:00,모니터,여,50,"35,000원",1.0,광주
8633,2025-06-02 11:00:00,모니터,남,43,"900,000원",4.0,광주
8634,2025-03-05 13:00:00,헤드셋,남,54,"85,000원",5.0,경기
8635,2025-02-01 16:00:00,모니터,남,49,"150,000원",5.0,경기
8636,2025-01-25 18:00:00,헤드셋,남,52,"900,000원",5.0,대전
8637,2025-10-27 16:00:00,헤드셋,남,52,"900,000원",4.0,인천
8638,2025-02-13 23:00:00,모니터,여,46,"900,000원",4.0,인천
8639,2025-05-09 11:00:00,무선마우스,남,52,"900,000원",4.0,대구
8640,2025-06-03 03:00:00,모니터,여,52,"300,000원",5.0,광주
8641,2025-09-06 05:00:00,무선마우스,여,23,"300,000원",,부산
8642,2025-08-07 23:00:00,기계식키보드,여,49,"85,000원",,서울
8643,2025-06-26 04:00:00,모니터,여,34,"1,200,000원",,광주
8644,2025-06-24 05:00:00,기계식키보드,여,48,"900,000원",,대전
8645,2025-03-18 06:00:00,모니터,여,47,"35,000원",5.0,서울
8646,2025-05-22 11:00:00,기계식키보드,여,51,"150,000원",5.0,부산
8647,2025-02-20 03:00:00,스마트폰,여,55,"300,000원",3.0,경기
8648,2025-04-28 02:00:00,기계식키보드,여,49,"35,000원",5.0,부산
8649,2025-05-09 20:00:00,무선마우스,여,57,"300,000원",5.0,서울
8650,2025-05-07 20:00:00,노트북,여,31,"85,000원",5.0,인천
8651,2025-09-10 23:00:00,헤드셋,남,22,"1,200,000원",4.0,부산
8652,2025-10-31 00:00:00,기계식키보드,여,34,"150,000원",5.0,대구
8653,2025-07-14 17:00:00,노트북,여,29,"300,000원",5.0,인천
8654,2025-05-27 10:00:00,스마트폰,여,41,"150,000원",3.0,대구
8655,2025-09-16 00:00:00,스마트폰,남,42,"150,000원",4.0,대구
8656,2025-01-07 00:00:00,무선마우스,남,30,"85,000원",5.0,대전
8657,2025-11-09 19:00:00,무선마우스,여,35,"35,000원",4.0,부산
8658,2025-07-22 09:00:00,기계식키보드,남,35,"300,000원",4.0,대구
8659,2025-02-27 09:00:00,모니터,남,33,"150,000원",4.0,광주
